depart_sec,origin_edge,dest_edge,speed
826,np16_nt21,nt2_np2,11.0
827,np18_nt11,nt21_np16,11.0
827,np17_nt16,nt2_np2,11.0
827,np12_nt24,nt23_np13,11.0
828,np8_nt15,nt21_np16,11.0
828,np8_nt15,nt20_np9,11.0
828,np20_nt1,nt3_np3,11.0
830,np3_nt3,nt1_np20,11.0
830,np11_nt25,nt15_np8,11.0
831,np20_nt1,nt23_np13,11.0
831,np15_nt21,nt15_np8,11.0
831,np16_nt21,nt10_np7,11.0
831,np15_nt21,nt16_np17,11.0
831,np2_nt2,nt25_np11,11.0
832,np11_nt25,nt21_np16,11.0
832,np18_nt11,nt22_np14,11.0
832,np5_nt5,nt21_np16,11.0
833,np6_nt5,nt6_np19,11.0
834,np15_nt21,nt21_np16,11.0
835,np6_nt5,nt22_np14,11.0
835,np7_nt10,nt5_np5,11.0
836,np1_nt1,nt5_np6,11.0
836,np4_nt4,nt22_np14,11.0
836,np18_nt11,nt5_np6,11.0
836,np15_nt21,nt21_np16,11.0
836,np9_nt20,nt25_np10,11.0
836,np12_nt24,nt10_np7,11.0
837,np4_nt4,nt23_np13,11.0
838,np5_nt5,nt24_np12,11.0
838,np13_nt23,nt3_np3,11.0
839,np9_nt20,nt5_np5,11.0
839,np12_nt24,nt11_np18,11.0
840,np12_nt24,nt15_np8,11.0
840,np18_nt11,nt16_np17,11.0
842,np17_nt16,nt5_np6,11.0
842,np5_nt5,nt22_np14,11.0
843,np10_nt25,nt5_np6,11.0
844,np19_nt6,nt2_np2,11.0
845,np19_nt6,nt15_np8,11.0
845,np3_nt3,nt25_np11,11.0
846,np20_nt1,nt20_np9,11.0
846,np15_nt21,nt21_np16,11.0
846,np1_nt1,nt5_np5,11.0
847,np5_nt5,nt22_np14,11.0
848,np19_nt6,nt15_np8,11.0
849,np14_nt22,nt4_np4,11.0
850,np12_nt24,nt11_np18,11.0
850,np11_nt25,nt11_np18,11.0
850,np16_nt21,nt10_np7,11.0
851,np11_nt25,nt23_np13,11.0
852,np2_nt2,nt3_np3,11.0
853,np11_nt25,nt6_np19,11.0
856,np20_nt1,nt5_np5,11.0
856,np6_nt5,nt25_np11,11.0
857,np19_nt6,nt21_np15,11.0
857,np10_nt25,nt1_np20,11.0
857,np13_nt23,nt6_np19,11.0
859,np17_nt16,nt20_np9,11.0
860,np1_nt1,nt21_np16,11.0
860,np15_nt21,nt3_np3,11.0
862,np14_nt22,nt15_np8,11.0
862,np7_nt10,nt2_np2,11.0
862,np3_nt3,nt16_np17,11.0
862,np16_nt21,nt11_np18,11.0
863,np1_nt1,nt1_np20,11.0
863,np14_nt22,nt6_np19,11.0
863,np14_nt22,nt5_np6,11.0
863,np14_nt22,nt6_np19,11.0
864,np18_nt11,nt1_np1,11.0
864,np3_nt3,nt22_np14,11.0
864,np11_nt25,nt25_np10,11.0
864,np7_nt10,nt3_np3,11.0
864,np14_nt22,nt4_np4,11.0
865,np17_nt16,nt4_np4,11.0
866,np2_nt2,nt22_np14,11.0
866,np5_nt5,nt22_np14,11.0
867,np16_nt21,nt2_np2,11.0
867,np17_nt16,nt11_np18,11.0
867,np17_nt16,nt25_np11,11.0
868,np20_nt1,nt25_np10,11.0
868,np12_nt24,nt1_np20,11.0
868,np18_nt11,nt25_np10,11.0
869,np11_nt25,nt4_np4,11.0
872,np4_nt4,nt21_np15,11.0
872,np7_nt10,nt24_np12,11.0
872,np20_nt1,nt5_np5,11.0
872,np3_nt3,nt5_np6,11.0
873,np5_nt5,nt23_np13,11.0
873,np6_nt5,nt22_np14,11.0
873,np18_nt11,nt21_np15,11.0
874,np3_nt3,nt10_np7,11.0
874,np1_nt1,nt15_np8,11.0
875,np7_nt10,nt1_np1,11.0
876,np19_nt6,nt1_np1,11.0
876,np20_nt1,nt22_np14,11.0
877,np3_nt3,nt11_np18,11.0
877,np15_nt21,nt25_np10,11.0
878,np3_nt3,nt15_np8,11.0
878,np18_nt11,nt25_np10,11.0
878,np7_nt10,nt1_np20,11.0
879,np9_nt20,nt1_np20,11.0
879,np20_nt1,nt23_np13,11.0
879,np10_nt25,nt11_np18,11.0
880,np7_nt10,nt23_np13,11.0
881,np18_nt11,nt23_np13,11.0
881,np12_nt24,nt22_np14,11.0
881,np18_nt11,nt3_np3,11.0
881,np19_nt6,nt1_np1,11.0
881,np9_nt20,nt25_np11,11.0
881,np2_nt2,nt21_np16,11.0
882,np14_nt22,nt3_np3,11.0
883,np1_nt1,nt1_np20,11.0
883,np17_nt16,nt22_np14,11.0
884,np8_nt15,nt5_np5,11.0
885,np12_nt24,nt25_np10,11.0
886,np6_nt5,nt4_np4,11.0
886,np7_nt10,nt25_np10,11.0
888,np19_nt6,nt21_np16,11.0
888,np3_nt3,nt16_np17,11.0
889,np15_nt21,nt24_np12,11.0
889,np6_nt5,nt5_np5,11.0
890,np7_nt10,nt21_np15,11.0
890,np9_nt20,nt23_np13,11.0
890,np19_nt6,nt25_np10,11.0
891,np13_nt23,nt2_np2,11.0
891,np11_nt25,nt23_np13,11.0
892,np14_nt22,nt25_np11,11.0
893,np15_nt21,nt23_np13,11.0
893,np2_nt2,nt1_np1,11.0
893,np8_nt15,nt3_np3,11.0
894,np15_nt21,nt1_np20,11.0
895,np14_nt22,nt20_np9,11.0
896,np20_nt1,nt21_np16,11.0
896,np12_nt24,nt10_np7,11.0
897,np7_nt10,nt22_np14,11.0
899,np2_nt2,nt22_np14,11.0
899,np5_nt5,nt23_np13,11.0
899,np8_nt15,nt20_np9,11.0
900,np20_nt1,nt6_np19,11.0
902,np2_nt2,nt25_np10,11.0
902,np2_nt2,nt25_np11,11.0
903,np17_nt16,nt25_np10,11.0
903,np13_nt23,nt20_np9,11.0
903,np2_nt2,nt11_np18,11.0
904,np19_nt6,nt22_np14,11.0
905,np20_nt1,nt21_np16,11.0
906,np3_nt3,nt5_np5,11.0
906,np18_nt11,nt23_np13,11.0
906,np18_nt11,nt16_np17,11.0
907,np6_nt5,nt4_np4,11.0
907,np13_nt23,nt16_np17,11.0
908,np17_nt16,nt22_np14,11.0
908,np6_nt5,nt16_np17,11.0
908,np20_nt1,nt5_np6,11.0
909,np14_nt22,nt25_np11,11.0
909,np17_nt16,nt25_np10,11.0
909,np8_nt15,nt24_np12,11.0
909,np20_nt1,nt24_np12,11.0
909,np4_nt4,nt22_np14,11.0
909,np15_nt21,nt15_np8,11.0
909,np3_nt3,nt6_np19,11.0
910,np10_nt25,nt23_np13,11.0
910,np3_nt3,nt20_np9,11.0
911,np16_nt21,nt10_np7,11.0
911,np14_nt22,nt1_np20,11.0
911,np5_nt5,nt24_np12,11.0
912,np16_nt21,nt25_np11,11.0
912,np4_nt4,nt23_np13,11.0
912,np20_nt1,nt23_np13,11.0
912,np19_nt6,nt22_np14,11.0
912,np1_nt1,nt3_np3,11.0
913,np3_nt3,nt25_np11,11.0
913,np10_nt25,nt2_np2,11.0
915,np8_nt15,nt1_np20,11.0
915,np12_nt24,nt22_np14,11.0
916,np9_nt20,nt11_np18,11.0
916,np10_nt25,nt24_np12,11.0
918,np11_nt25,nt24_np12,11.0
918,np5_nt5,nt20_np9,11.0
918,np13_nt23,nt25_np10,11.0
919,np4_nt4,nt24_np12,11.0
919,np13_nt23,nt6_np19,11.0
919,np7_nt10,nt1_np1,11.0
919,np19_nt6,nt10_np7,11.0
921,np16_nt21,nt15_np8,11.0
922,np10_nt25,nt3_np3,11.0
922,np18_nt11,nt21_np15,11.0
922,np13_nt23,nt16_np17,11.0
924,np7_nt10,nt23_np13,11.0
925,np11_nt25,nt24_np12,11.0
925,np7_nt10,nt6_np19,11.0
926,np3_nt3,nt22_np14,11.0
927,np6_nt5,nt20_np9,11.0
927,np14_nt22,nt5_np5,11.0
927,np1_nt1,nt25_np10,11.0
927,np8_nt15,nt25_np11,11.0
929,np3_nt3,nt11_np18,11.0
929,np3_nt3,nt22_np14,11.0
930,np17_nt16,nt11_np18,11.0
930,np17_nt16,nt5_np6,11.0
931,np16_nt21,nt25_np10,11.0
931,np14_nt22,nt4_np4,11.0
932,np16_nt21,nt5_np6,11.0
933,np3_nt3,nt20_np9,11.0
934,np9_nt20,nt6_np19,11.0
934,np19_nt6,nt5_np5,11.0
935,np5_nt5,nt21_np15,11.0
935,np16_nt21,nt20_np9,11.0
935,np7_nt10,nt21_np15,11.0
935,np5_nt5,nt21_np16,11.0
937,np11_nt25,nt21_np15,11.0
937,np3_nt3,nt21_np16,11.0
937,np1_nt1,nt15_np8,11.0
937,np11_nt25,nt21_np15,11.0
937,np11_nt25,nt21_np15,11.0
939,np17_nt16,nt23_np13,11.0
939,np11_nt25,nt1_np1,11.0
940,np11_nt25,nt15_np8,11.0
941,np10_nt25,nt3_np3,11.0
941,np13_nt23,nt3_np3,11.0
941,np20_nt1,nt2_np2,11.0
941,np18_nt11,nt5_np6,11.0
941,np12_nt24,nt25_np11,11.0
942,np16_nt21,nt11_np18,11.0
942,np4_nt4,nt22_np14,11.0
942,np16_nt21,nt25_np10,11.0
942,np3_nt3,nt23_np13,11.0
942,np15_nt21,nt22_np14,11.0
942,np19_nt6,nt25_np11,11.0
943,np10_nt25,nt20_np9,11.0
943,np19_nt6,nt23_np13,11.0
943,np8_nt15,nt1_np1,11.0
944,np10_nt25,nt21_np16,11.0
944,np11_nt25,nt22_np14,11.0
944,np5_nt5,nt3_np3,11.0
945,np19_nt6,nt25_np10,11.0
945,np16_nt21,nt20_np9,11.0
945,np13_nt23,nt3_np3,11.0
946,np16_nt21,nt3_np3,11.0
946,np16_nt21,nt4_np4,11.0
947,np13_nt23,nt6_np19,11.0
947,np10_nt25,nt6_np19,11.0
947,np18_nt11,nt5_np6,11.0
947,np9_nt20,nt4_np4,11.0
948,np19_nt6,nt21_np15,11.0
949,np17_nt16,nt11_np18,11.0
949,np3_nt3,nt20_np9,11.0
950,np20_nt1,nt6_np19,11.0
950,np3_nt3,nt5_np5,11.0
950,np19_nt6,nt1_np1,11.0
950,np20_nt1,nt25_np10,11.0
950,np11_nt25,nt24_np12,11.0
954,np13_nt23,nt5_np6,11.0
955,np2_nt2,nt1_np20,11.0
955,np20_nt1,nt16_np17,11.0
955,np11_nt25,nt24_np12,11.0
956,np7_nt10,nt6_np19,11.0
956,np4_nt4,nt16_np17,11.0
956,np5_nt5,nt3_np3,11.0
956,np10_nt25,nt5_np5,11.0
956,np6_nt5,nt10_np7,11.0
957,np10_nt25,nt20_np9,11.0
957,np1_nt1,nt25_np11,11.0
957,np13_nt23,nt25_np11,11.0
957,np16_nt21,nt6_np19,11.0
958,np7_nt10,nt24_np12,11.0
960,np20_nt1,nt15_np8,11.0
960,np20_nt1,nt21_np15,11.0
961,np2_nt2,nt1_np1,11.0
961,np4_nt4,nt10_np7,11.0
961,np16_nt21,nt1_np20,11.0
961,np18_nt11,nt1_np20,11.0
961,np9_nt20,nt1_np20,11.0
963,np7_nt10,nt20_np9,11.0
963,np18_nt11,nt4_np4,11.0
964,np3_nt3,nt15_np8,11.0
964,np6_nt5,nt5_np5,11.0
964,np18_nt11,nt6_np19,11.0
965,np2_nt2,nt24_np12,11.0
965,np3_nt3,nt23_np13,11.0
965,np6_nt5,nt25_np11,11.0
966,np13_nt23,nt25_np11,11.0
966,np12_nt24,nt10_np7,11.0
967,np17_nt16,nt22_np14,11.0
968,np2_nt2,nt11_np18,11.0
968,np18_nt11,nt1_np20,11.0
968,np12_nt24,nt20_np9,11.0
968,np4_nt4,nt25_np10,11.0
969,np14_nt22,nt1_np1,11.0
969,np8_nt15,nt4_np4,11.0
969,np9_nt20,nt3_np3,11.0
971,np7_nt10,nt22_np14,11.0
971,np12_nt24,nt15_np8,11.0
973,np9_nt20,nt11_np18,11.0
973,np17_nt16,nt22_np14,11.0
975,np15_nt21,nt25_np10,11.0
975,np18_nt11,nt1_np1,11.0
975,np19_nt6,nt22_np14,11.0
976,np11_nt25,nt1_np1,11.0
977,np13_nt23,nt25_np10,11.0
977,np9_nt20,nt15_np8,11.0
977,np4_nt4,nt25_np11,11.0
977,np4_nt4,nt2_np2,11.0
977,np6_nt5,nt23_np13,11.0
978,np8_nt15,nt21_np16,11.0
978,np6_nt5,nt6_np19,11.0
978,np4_nt4,nt21_np16,11.0
980,np17_nt16,nt6_np19,11.0
981,np17_nt16,nt21_np15,11.0
981,np7_nt10,nt4_np4,11.0
982,np7_nt10,nt21_np16,11.0
982,np1_nt1,nt2_np2,11.0
982,np18_nt11,nt4_np4,11.0
983,np20_nt1,nt3_np3,11.0
983,np2_nt2,nt25_np10,11.0
984,np2_nt2,nt5_np6,11.0
984,np6_nt5,nt24_np12,11.0
985,np8_nt15,nt25_np11,11.0
985,np7_nt10,nt4_np4,11.0
985,np10_nt25,nt2_np2,11.0
987,np19_nt6,nt3_np3,11.0
987,np15_nt21,nt3_np3,11.0
987,np2_nt2,nt6_np19,11.0
988,np13_nt23,nt6_np19,11.0
988,np9_nt20,nt24_np12,11.0
988,np2_nt2,nt20_np9,11.0
988,np3_nt3,nt16_np17,11.0
988,np11_nt25,nt24_np12,11.0
988,np17_nt16,nt25_np11,11.0
989,np4_nt4,nt2_np2,11.0
990,np13_nt23,nt15_np8,11.0
990,np16_nt21,nt21_np15,11.0
990,np6_nt5,nt21_np16,11.0
991,np13_nt23,nt22_np14,11.0
991,np6_nt5,nt10_np7,11.0
991,np10_nt25,nt25_np11,11.0
992,np8_nt15,nt20_np9,11.0
993,np8_nt15,nt5_np5,11.0
993,np13_nt23,nt25_np11,11.0
994,np2_nt2,nt5_np5,11.0
994,np19_nt6,nt5_np5,11.0
996,np6_nt5,nt4_np4,11.0
997,np4_nt4,nt21_np16,11.0
997,np12_nt24,nt5_np5,11.0
998,np18_nt11,nt5_np5,11.0
998,np10_nt25,nt5_np6,11.0
999,np8_nt15,nt10_np7,11.0
999,np19_nt6,nt25_np11,11.0
1000,np5_nt5,nt21_np16,11.0
1000,np15_nt21,nt1_np1,11.0
1000,np15_nt21,nt25_np10,11.0
1000,np17_nt16,nt21_np15,11.0
1000,np17_nt16,nt23_np13,11.0
1002,np10_nt25,nt6_np19,11.0
1003,np6_nt5,nt1_np1,11.0
1004,np11_nt25,nt2_np2,11.0
1005,np20_nt1,nt1_np1,11.0
1006,np4_nt4,nt5_np6,11.0
1007,np10_nt25,nt20_np9,11.0
1008,np4_nt4,nt25_np10,11.0
1008,np8_nt15,nt3_np3,11.0
1009,np18_nt11,nt1_np20,11.0
1009,np7_nt10,nt1_np1,11.0
1009,np13_nt23,nt1_np1,11.0
1010,np2_nt2,nt25_np11,11.0
1011,np20_nt1,nt24_np12,11.0
1011,np5_nt5,nt4_np4,11.0
1011,np9_nt20,nt21_np16,11.0
1012,np14_nt22,nt4_np4,11.0
1013,np17_nt16,nt6_np19,11.0
1013,np9_nt20,nt23_np13,11.0
1013,np18_nt11,nt21_np15,11.0
1013,np20_nt1,nt10_np7,11.0
1014,np16_nt21,nt23_np13,11.0
1014,np14_nt22,nt25_np10,11.0
1014,np14_nt22,nt5_np5,11.0
1015,np4_nt4,nt5_np6,11.0
1015,np17_nt16,nt25_np11,11.0
1015,np10_nt25,nt5_np5,11.0
1016,np12_nt24,nt23_np13,11.0
1016,np6_nt5,nt20_np9,11.0
1016,np7_nt10,nt11_np18,11.0
1017,np14_nt22,nt4_np4,11.0
1017,np14_nt22,nt21_np15,11.0
1018,np6_nt5,nt10_np7,11.0
1018,np17_nt16,nt24_np12,11.0
1019,np3_nt3,nt5_np5,11.0
1020,np17_nt16,nt1_np1,11.0
1021,np1_nt1,nt25_np10,11.0
1021,np10_nt25,nt10_np7,11.0
1021,np9_nt20,nt4_np4,11.0
1022,np8_nt15,nt1_np1,11.0
1022,np14_nt22,nt5_np6,11.0
1023,np2_nt2,nt23_np13,11.0
1023,np16_nt21,nt5_np6,11.0
1024,np6_nt5,nt16_np17,11.0
1024,np19_nt6,nt23_np13,11.0
1025,np13_nt23,nt4_np4,11.0
1025,np8_nt15,nt6_np19,11.0
1025,np5_nt5,nt5_np6,11.0
1026,np14_nt22,nt25_np11,11.0
1028,np8_nt15,nt21_np15,11.0
1030,np14_nt22,nt16_np17,11.0
1030,np7_nt10,nt21_np15,11.0
1031,np14_nt22,nt5_np5,11.0
1031,np9_nt20,nt10_np7,11.0
1031,np15_nt21,nt10_np7,11.0
1032,np11_nt25,nt20_np9,11.0
1033,np11_nt25,nt16_np17,11.0
1034,np2_nt2,nt21_np15,11.0
1034,np20_nt1,nt11_np18,11.0
1035,np14_nt22,nt6_np19,11.0
1036,np16_nt21,nt23_np13,11.0
1036,np18_nt11,nt15_np8,11.0
1036,np3_nt3,nt6_np19,11.0
1040,np8_nt15,nt3_np3,11.0
1040,np19_nt6,nt3_np3,11.0
1040,np8_nt15,nt1_np20,11.0
1041,np16_nt21,nt5_np6,11.0
1041,np4_nt4,nt2_np2,11.0
1041,np8_nt15,nt6_np19,11.0
1043,np15_nt21,nt10_np7,11.0
1043,np11_nt25,nt1_np20,11.0
1043,np5_nt5,nt15_np8,11.0
1043,np8_nt15,nt1_np20,11.0
1043,np9_nt20,nt10_np7,11.0
1043,np8_nt15,nt4_np4,11.0
1043,np8_nt15,nt1_np1,11.0
1043,np19_nt6,nt21_np16,11.0
1043,np16_nt21,nt2_np2,11.0
1044,np3_nt3,nt10_np7,11.0
1044,np5_nt5,nt2_np2,11.0
1046,np17_nt16,nt4_np4,11.0
1047,np5_nt5,nt24_np12,11.0
1047,np20_nt1,nt1_np1,11.0
1048,np19_nt6,nt2_np2,11.0
1048,np11_nt25,nt15_np8,11.0
1049,np14_nt22,nt5_np5,11.0
1049,np11_nt25,nt20_np9,11.0
1050,np6_nt5,nt6_np19,11.0
1051,np6_nt5,nt1_np1,11.0
1051,np8_nt15,nt1_np1,11.0
1054,np20_nt1,nt5_np6,11.0
1054,np1_nt1,nt22_np14,11.0
1055,np1_nt1,nt3_np3,11.0
1055,np14_nt22,nt11_np18,11.0
1056,np19_nt6,nt15_np8,11.0
1056,np12_nt24,nt3_np3,11.0
1056,np10_nt25,nt4_np4,11.0
1057,np13_nt23,nt21_np15,11.0
1058,np17_nt16,nt20_np9,11.0
1058,np20_nt1,nt5_np6,11.0
1058,np7_nt10,nt25_np11,11.0
1058,np18_nt11,nt5_np6,11.0
1059,np15_nt21,nt22_np14,11.0
1059,np6_nt5,nt20_np9,11.0
1059,np8_nt15,nt3_np3,11.0
1059,np18_nt11,nt5_np5,11.0
1059,np10_nt25,nt25_np11,11.0
1060,np3_nt3,nt11_np18,11.0
1061,np5_nt5,nt21_np16,11.0
1061,np12_nt24,nt1_np1,11.0
1061,np8_nt15,nt21_np15,11.0
1062,np3_nt3,nt21_np15,11.0
1062,np5_nt5,nt21_np16,11.0
1062,np4_nt4,nt5_np5,11.0
1063,np1_nt1,nt20_np9,11.0
1063,np18_nt11,nt25_np11,11.0
1064,np19_nt6,nt22_np14,11.0
1065,np16_nt21,nt11_np18,11.0
1065,np1_nt1,nt21_np16,11.0
1067,np14_nt22,nt10_np7,11.0
1068,np20_nt1,nt21_np15,11.0
1068,np14_nt22,nt5_np6,11.0
1069,np10_nt25,nt4_np4,11.0
1070,np2_nt2,nt5_np5,11.0
1071,np3_nt3,nt21_np15,11.0
1071,np3_nt3,nt4_np4,11.0
1072,np6_nt5,nt25_np11,11.0
1072,np6_nt5,nt11_np18,11.0
1073,np5_nt5,nt25_np11,11.0
1073,np16_nt21,nt10_np7,11.0
1074,np20_nt1,nt22_np14,11.0
1074,np16_nt21,nt5_np5,11.0
1074,np6_nt5,nt20_np9,11.0
1074,np5_nt5,nt22_np14,11.0
1074,np8_nt15,nt5_np6,11.0
1075,np8_nt15,nt4_np4,11.0
1076,np19_nt6,nt1_np20,11.0
1076,np10_nt25,nt11_np18,11.0
1076,np10_nt25,nt1_np20,11.0
1076,np1_nt1,nt25_np10,11.0
1082,np12_nt24,nt1_np1,11.0
1082,np18_nt11,nt2_np2,11.0
1082,np16_nt21,nt1_np1,11.0
1082,np18_nt11,nt2_np2,11.0
1083,np8_nt15,nt22_np14,11.0
1083,np10_nt25,nt4_np4,11.0
1085,np6_nt5,nt16_np17,11.0
1085,np5_nt5,nt3_np3,11.0
1086,np14_nt22,nt5_np5,11.0
1086,np2_nt2,nt22_np14,11.0
1087,np20_nt1,nt1_np1,11.0
1087,np2_nt2,nt6_np19,11.0
1087,np11_nt25,nt3_np3,11.0
1087,np15_nt21,nt3_np3,11.0
1088,np11_nt25,nt5_np5,11.0
1088,np10_nt25,nt15_np8,11.0
1088,np7_nt10,nt22_np14,11.0
1090,np9_nt20,nt3_np3,11.0
1090,np8_nt15,nt11_np18,11.0
1091,np5_nt5,nt24_np12,11.0
1091,np4_nt4,nt25_np10,11.0
1092,np1_nt1,nt11_np18,11.0
1092,np6_nt5,nt23_np13,11.0
1093,np18_nt11,nt25_np11,11.0
1093,np11_nt25,nt21_np16,11.0
1094,np9_nt20,nt4_np4,11.0
1095,np16_nt21,nt2_np2,11.0
1096,np14_nt22,nt21_np15,11.0
1096,np12_nt24,nt3_np3,11.0
1096,np16_nt21,nt20_np9,11.0
1096,np11_nt25,nt1_np20,11.0
1096,np14_nt22,nt5_np5,11.0
1098,np10_nt25,nt23_np13,11.0
1098,np2_nt2,nt16_np17,11.0
1098,np3_nt3,nt1_np1,11.0
1099,np1_nt1,nt5_np5,11.0
1099,np19_nt6,nt21_np15,11.0
1099,np1_nt1,nt21_np16,11.0
1099,np10_nt25,nt25_np11,11.0
1099,np8_nt15,nt11_np18,11.0
1100,np1_nt1,nt4_np4,11.0
1100,np19_nt6,nt21_np16,11.0
1100,np19_nt6,nt2_np2,11.0
1102,np4_nt4,nt3_np3,11.0
1102,np9_nt20,nt5_np5,11.0
1103,np8_nt15,nt20_np9,11.0
1103,np6_nt5,nt21_np16,11.0
1103,np5_nt5,nt2_np2,11.0
1103,np3_nt3,nt10_np7,11.0
1106,np8_nt15,nt25_np10,11.0
1106,np17_nt16,nt15_np8,11.0
1107,np13_nt23,nt25_np10,11.0
1109,np6_nt5,nt3_np3,11.0
1109,np17_nt16,nt1_np1,11.0
1110,np11_nt25,nt1_np20,11.0
1111,np9_nt20,nt6_np19,11.0
1111,np13_nt23,nt6_np19,11.0
1112,np1_nt1,nt22_np14,11.0
1112,np11_nt25,nt1_np20,11.0
1113,np17_nt16,nt21_np16,11.0
1113,np8_nt15,nt5_np5,11.0
1113,np6_nt5,nt11_np18,11.0
1113,np13_nt23,nt24_np12,11.0
1113,np13_nt23,nt10_np7,11.0
1114,np13_nt23,nt20_np9,11.0
1115,np20_nt1,nt4_np4,11.0
1116,np19_nt6,nt2_np2,11.0
1116,np15_nt21,nt25_np11,11.0
1117,np10_nt25,nt24_np12,11.0
1118,np16_nt21,nt11_np18,11.0
1118,np7_nt10,nt20_np9,11.0
1118,np9_nt20,nt6_np19,11.0
1119,np19_nt6,nt20_np9,11.0
1120,np6_nt5,nt5_np5,11.0
1120,np9_nt20,nt15_np8,11.0
1120,np6_nt5,nt11_np18,11.0
1122,np6_nt5,nt20_np9,11.0
1122,np7_nt10,nt23_np13,11.0
1122,np18_nt11,nt24_np12,11.0
1123,np2_nt2,nt6_np19,11.0
1125,np2_nt2,nt5_np5,11.0
1125,np19_nt6,nt2_np2,11.0
1125,np13_nt23,nt1_np1,11.0
1126,np13_nt23,nt10_np7,11.0
1127,np13_nt23,nt1_np20,11.0
1127,np2_nt2,nt16_np17,11.0
1127,np2_nt2,nt21_np16,11.0
1129,np12_nt24,nt3_np3,11.0
1131,np17_nt16,nt21_np16,11.0
1131,np2_nt2,nt23_np13,11.0
1132,np2_nt2,nt21_np16,11.0
1133,np7_nt10,nt1_np20,11.0
1134,np12_nt24,nt1_np1,11.0
1134,np19_nt6,nt5_np6,11.0
1135,np11_nt25,nt20_np9,11.0
1135,np17_nt16,nt5_np5,11.0
1135,np20_nt1,nt3_np3,11.0
1135,np14_nt22,nt1_np20,11.0
1135,np16_nt21,nt5_np6,11.0
1135,np19_nt6,nt5_np6,11.0
1136,np8_nt15,nt16_np17,11.0
1136,np11_nt25,nt24_np12,11.0
1137,np13_nt23,nt15_np8,11.0
1137,np6_nt5,nt11_np18,11.0
1137,np18_nt11,nt6_np19,11.0
1138,np20_nt1,nt5_np5,11.0
1138,np7_nt10,nt1_np1,11.0
1138,np1_nt1,nt3_np3,11.0
1139,np9_nt20,nt3_np3,11.0
1140,np2_nt2,nt23_np13,11.0
1141,np20_nt1,nt20_np9,11.0
1142,np20_nt1,nt5_np6,11.0
1142,np16_nt21,nt1_np20,11.0
1142,np16_nt21,nt3_np3,11.0
1143,np13_nt23,nt15_np8,11.0
1143,np14_nt22,nt6_np19,11.0
1143,np20_nt1,nt5_np5,11.0
1143,np20_nt1,nt21_np15,11.0
1145,np11_nt25,nt16_np17,11.0
1145,np3_nt3,nt4_np4,11.0
1145,np18_nt11,nt5_np6,11.0
1146,np14_nt22,nt1_np20,11.0
1147,np11_nt25,nt1_np20,11.0
1148,np11_nt25,nt6_np19,11.0
1148,np11_nt25,nt23_np13,11.0
1150,np15_nt21,nt25_np11,11.0
1151,np8_nt15,nt1_np20,11.0
1151,np19_nt6,nt1_np1,11.0
1152,np11_nt25,nt1_np20,11.0
1153,np8_nt15,nt6_np19,11.0
1154,np1_nt1,nt11_np18,11.0
1155,np4_nt4,nt20_np9,11.0
1155,np12_nt24,nt6_np19,11.0
1155,np7_nt10,nt1_np20,11.0
1155,np15_nt21,nt6_np19,11.0
1155,np12_nt24,nt23_np13,11.0
1156,np11_nt25,nt1_np20,11.0
1156,np6_nt5,nt4_np4,11.0
1157,np13_nt23,nt22_np14,11.0
1158,np19_nt6,nt5_np5,11.0
1159,np12_nt24,nt5_np5,11.0
1159,np9_nt20,nt5_np6,11.0
1159,np1_nt1,nt23_np13,11.0
1160,np8_nt15,nt6_np19,11.0
1160,np2_nt2,nt16_np17,11.0
1161,np15_nt21,nt11_np18,11.0
1161,np3_nt3,nt5_np5,11.0
1161,np10_nt25,nt6_np19,11.0
1162,np10_nt25,nt1_np20,11.0
1163,np15_nt21,nt21_np16,11.0
1164,np6_nt5,nt16_np17,11.0
1165,np9_nt20,nt3_np3,11.0
1165,np20_nt1,nt5_np6,11.0
1165,np17_nt16,nt1_np1,11.0
1166,np1_nt1,nt22_np14,11.0
1167,np4_nt4,nt5_np5,11.0
1167,np8_nt15,nt2_np2,11.0
1168,np12_nt24,nt1_np1,11.0
1168,np17_nt16,nt25_np11,11.0
1170,np12_nt24,nt5_np6,11.0
1171,np5_nt5,nt22_np14,11.0
1171,np2_nt2,nt25_np11,11.0
1171,np20_nt1,nt25_np10,11.0
1172,np5_nt5,nt24_np12,11.0
1172,np20_nt1,nt20_np9,11.0
1172,np11_nt25,nt11_np18,11.0
1172,np12_nt24,nt25_np10,11.0
1173,np18_nt11,nt5_np6,11.0
1173,np16_nt21,nt23_np13,11.0
1173,np20_nt1,nt10_np7,11.0
1173,np10_nt25,nt3_np3,11.0
1174,np1_nt1,nt16_np17,11.0
1174,np11_nt25,nt5_np6,11.0
1174,np19_nt6,nt10_np7,11.0
1174,np1_nt1,nt3_np3,11.0
1174,np13_nt23,nt21_np16,11.0
1176,np4_nt4,nt20_np9,11.0
1176,np8_nt15,nt16_np17,11.0
1177,np20_nt1,nt16_np17,11.0
1177,np3_nt3,nt16_np17,11.0
1177,np4_nt4,nt10_np7,11.0
1178,np12_nt24,nt1_np20,11.0
1179,np20_nt1,nt10_np7,11.0
1179,np3_nt3,nt22_np14,11.0
1179,np19_nt6,nt15_np8,11.0
1179,np1_nt1,nt5_np6,11.0
1180,np1_nt1,nt16_np17,11.0
1181,np10_nt25,nt4_np4,11.0
1182,np6_nt5,nt1_np20,11.0
1182,np15_nt21,nt4_np4,11.0
