,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
464,1,f_2_1.7,643.00,755.00,112.00,1,3.00
465,1,f_1_5.51,539.00,757.00,218.00,6,19.00
466,1,f_1_0.36,582.00,757.00,175.00,3,25.00
467,1,f_2_1.8,649.00,757.00,108.00,1,2.00
468,1,f_1_0.37,589.00,758.00,169.00,5,38.00
469,1,f_1_4.62,590.00,758.00,168.00,3,15.00
470,1,f_2_2.0,600.00,758.00,158.00,2,18.00
471,1,f_1_4.63,595.00,760.00,165.00,3,19.00
472,1,f_1_3.50,534.00,761.00,227.00,6,36.00
473,1,f_2_4.0,600.00,762.00,162.00,3,16.00
474,1,f_1_5.57,567.00,763.00,196.00,4,23.00
475,1,f_1_4.64,600.00,763.00,163.00,4,24.00
476,1,f_1_3.51,539.00,764.00,225.00,5,32.00
477,1,f_1_5.55,558.00,765.00,207.00,7,45.00
478,1,f_1_5.58,572.00,766.00,194.00,5,21.00
479,1,f_1_3.42,497.00,768.00,271.00,8,90.00
480,1,f_2_1.9,655.00,769.00,114.00,3,16.00
481,1,f_1_3.43,502.00,770.00,268.00,7,82.00
482,1,f_2_2.2,613.00,774.00,161.00,4,24.00
483,1,f_2_1.10,661.00,776.00,115.00,2,10.00
484,1,f_1_3.52,544.00,778.00,234.00,7,33.00
485,1,f_1_3.53,548.00,780.00,232.00,6,38.00
486,1,f_1_3.63,595.00,782.00,187.00,5,32.00
487,1,f_2_2.3,619.00,783.00,164.00,3,15.00
488,1,f_2_3.0,600.00,785.00,185.00,4,18.00
489,1,f_2_2.1,607.00,785.00,178.00,5,43.00
490,1,f_2_4.4,615.00,785.00,170.00,6,22.00
491,1,f_1_3.64,600.00,787.00,187.00,4,26.00
492,1,f_2_3.1,604.00,789.00,185.00,4,23.00
493,1,f_2_4.5,619.00,790.00,171.00,6,23.00
494,1,f_1_0.32,550.00,792.00,242.00,4,73.00
495,1,f_1_5.59,576.00,792.00,216.00,6,53.00
496,1,f_2_4.1,604.00,793.00,189.00,5,43.00
497,1,f_1_5.56,562.00,794.00,232.00,7,39.00
498,1,f_1_0.38,597.00,794.00,197.00,6,39.00
499,1,f_2_1.11,667.00,797.00,130.00,1,8.00
500,1,f_2_2.4,625.00,798.00,173.00,5,22.00
501,1,f_2_1.12,673.00,799.00,126.00,1,9.00
502,1,f_2_1.13,679.00,800.00,121.00,1,8.00
503,1,f_2_2.5,631.00,801.00,170.00,4,16.00
504,1,f_2_1.14,685.00,803.00,118.00,2,4.00
505,1,f_2_1.15,691.00,804.00,113.00,1,4.00
506,1,f_2_0.1,607.00,806.00,199.00,8,60.00
507,1,f_2_4.3,611.00,808.00,197.00,7,66.00
508,1,f_2_0.3,619.00,809.00,190.00,6,26.00
509,1,f_2_1.16,697.00,809.00,112.00,1,3.00
510,1,f_2_4.2,608.00,810.00,202.00,6,62.00
511,1,f_2_0.0,600.00,811.00,211.00,7,41.00
512,1,f_2_4.6,622.00,813.00,191.00,8,29.00
513,1,f_1_3.54,553.00,815.00,262.00,7,38.00
514,1,f_1_3.55,558.00,816.00,258.00,7,34.00
515,1,f_2_2.6,637.00,816.00,179.00,5,21.00
516,1,f_2_4.7,626.00,817.00,191.00,6,25.00
517,1,f_2_4.18,666.00,821.00,155.00,4,24.00
518,1,f_2_1.17,704.00,821.00,117.00,2,8.00
519,1,f_2_4.26,695.00,823.00,128.00,6,39.00
520,1,f_1_3.56,562.00,824.00,262.00,8,30.00
521,1,f_2_1.18,710.00,824.00,114.00,2,5.00
522,1,f_2_3.2,608.00,825.00,217.00,5,27.00
523,1,f_2_4.27,699.00,825.00,126.00,5,32.00
524,1,f_2_4.28,702.00,826.00,124.00,6,28.00
525,1,f_2_3.3,611.00,827.00,216.00,5,23.00
526,1,f_2_4.29,706.00,828.00,122.00,6,25.00
527,1,f_2_3.4,615.00,829.00,214.00,5,27.00
528,1,f_1_3.57,567.00,831.00,264.00,8,52.00
529,1,f_2_0.4,625.00,831.00,206.00,6,35.00
530,1,f_1_3.58,572.00,833.00,261.00,7,55.00
531,1,f_2_4.19,670.00,833.00,163.00,4,25.00
532,1,f_2_3.5,619.00,836.00,217.00,6,23.00
533,1,f_2_3.6,622.00,839.00,217.00,4,15.00
534,1,f_2_3.7,626.00,841.00,215.00,5,22.00
535,1,f_2_4.21,677.00,841.00,164.00,6,28.00
536,1,f_2_5.11,640.00,842.00,202.00,6,41.00
537,1,f_2_4.22,680.00,843.00,163.00,6,28.00
538,1,f_1_3.59,576.00,845.00,269.00,9,74.00
539,1,f_2_0.5,631.00,845.00,214.00,7,38.00
540,1,f_2_5.13,648.00,845.00,197.00,5,20.00
541,1,f_1_3.60,581.00,846.00,265.00,12,77.00
542,1,f_1_5.64,600.00,848.00,248.00,7,33.00
543,1,f_2_4.30,710.00,848.00,138.00,7,48.00
544,1,f_2_4.31,713.00,849.00,136.00,6,37.00
545,1,f_2_1.19,716.00,850.00,134.00,1,5.00
546,1,f_2_4.32,717.00,851.00,134.00,6,33.00
547,1,f_2_4.33,721.00,853.00,132.00,4,27.00
548,1,f_1_3.61,586.00,855.00,269.00,9,66.00
549,1,f_2_1.20,722.00,855.00,133.00,3,18.00
550,1,f_2_1.21,728.00,858.00,130.00,4,14.00
551,1,f_2_4.23,684.00,859.00,175.00,6,30.00
552,1,f_2_1.22,734.00,860.00,126.00,4,13.00
553,1,f_2_0.6,637.00,861.00,224.00,7,39.00
554,1,f_2_0.7,643.00,863.00,220.00,6,48.00
555,1,f_2_3.12,644.00,863.00,219.00,7,39.00
556,1,f_2_4.34,724.00,863.00,139.00,6,35.00
557,1,f_2_2.7,643.00,865.00,222.00,6,25.00
558,1,f_2_5.22,680.00,865.00,185.00,2,13.00
559,1,f_2_4.35,728.00,865.00,137.00,6,27.00
560,1,f_2_4.36,731.00,866.00,135.00,5,22.00
561,1,f_2_2.8,649.00,867.00,218.00,6,32.00
562,1,f_2_5.21,677.00,868.00,191.00,3,17.00
563,1,f_2_4.37,736.00,868.00,132.00,5,19.00
564,1,f_2_5.23,684.00,870.00,186.00,3,14.00
565,1,f_2_2.9,655.00,871.00,216.00,6,27.00
566,1,f_2_5.25,691.00,873.00,182.00,2,11.00
567,1,f_2_4.24,688.00,874.00,186.00,8,44.00
568,1,f_2_5.16,659.00,876.00,217.00,7,38.00
569,1,f_2_0.9,655.00,877.00,222.00,8,50.00
570,1,f_2_4.38,739.00,878.00,139.00,5,31.00
571,1,f_2_4.39,742.00,879.00,137.00,5,27.00
572,1,f_1_3.62,590.00,880.00,290.00,6,102.00
573,1,f_2_4.25,691.00,883.00,192.00,9,54.00
574,1,f_2_2.10,661.00,886.00,225.00,9,41.00
575,1,f_2_1.23,740.00,886.00,146.00,5,29.00
576,1,f_2_2.11,667.00,888.00,221.00,7,27.00
577,1,f_2_1.24,746.00,888.00,142.00,4,31.00
578,1,f_2_3.8,630.00,890.00,260.00,7,55.00
579,1,f_2_2.12,673.00,890.00,217.00,6,25.00
580,1,f_2_0.2,613.00,893.00,280.00,13,71.00
581,1,f_2_5.33,720.00,893.00,173.00,4,13.00
582,1,f_2_4.40,746.00,893.00,147.00,6,33.00
583,1,f_2_5.34,724.00,894.00,170.00,2,8.00
584,1,f_2_0.10,661.00,895.00,234.00,9,66.00
585,1,f_2_2.13,679.00,895.00,216.00,5,21.00
586,1,f_2_4.45,764.00,895.00,131.00,6,32.00
587,1,f_2_5.26,695.00,899.00,204.00,6,31.00
588,1,f_2_5.24,688.00,901.00,213.00,7,26.00
589,1,f_2_5.14,651.00,904.00,253.00,7,51.00
590,1,f_2_3.14,651.00,906.00,255.00,8,71.00
591,1,f_2_1.25,752.00,907.00,155.00,5,16.00
592,1,f_2_4.41,751.00,908.00,157.00,6,40.00
593,1,f_2_5.35,728.00,909.00,181.00,3,16.00
594,1,f_2_4.42,754.00,909.00,155.00,6,36.00
595,1,f_2_1.26,758.00,909.00,151.00,4,22.00
596,1,f_2_0.8,649.00,910.00,261.00,10,40.00
597,1,f_2_5.37,735.00,910.00,175.00,5,19.00
598,1,f_2_0.11,667.00,911.00,244.00,8,62.00
599,1,f_2_4.43,757.00,911.00,154.00,7,37.00
600,1,f_2_5.38,739.00,912.00,173.00,2,10.00
601,1,f_2_4.44,760.00,912.00,152.00,5,28.00
602,1,f_2_0.12,673.00,913.00,240.00,10,61.00
603,1,f_2_1.27,764.00,913.00,149.00,3,17.00
604,1,f_2_0.13,679.00,915.00,236.00,10,54.00
605,1,f_2_3.26,695.00,919.00,224.00,6,39.00
606,1,f_2_3.27,699.00,921.00,222.00,5,29.00
607,1,f_2_5.27,699.00,923.00,224.00,6,25.00
608,1,f_2_2.22,734.00,923.00,189.00,6,12.00
609,1,f_2_2.23,740.00,925.00,185.00,4,14.00
610,1,f_2_5.39,742.00,927.00,185.00,4,18.00
611,1,f_2_5.40,746.00,929.00,183.00,3,13.00
612,1,f_2_5.41,750.00,930.00,180.00,3,15.00
613,1,f_2_3.15,655.00,931.00,276.00,10,91.00
614,1,f_2_4.46,768.00,932.00,164.00,7,38.00
615,1,f_2_3.9,633.00,933.00,300.00,10,88.00
616,1,f_2_4.53,796.00,934.00,138.00,6,35.00
617,1,f_2_0.14,685.00,936.00,251.00,9,63.00
618,1,f_2_4.47,771.00,936.00,165.00,9,46.00
619,1,f_2_2.15,691.00,937.00,246.00,7,39.00
620,1,f_2_1.28,770.00,937.00,167.00,6,21.00
621,1,f_2_4.48,775.00,937.00,162.00,8,39.00
622,1,f_2_0.15,691.00,938.00,247.00,10,68.00
623,1,f_2_5.31,713.00,939.00,226.00,5,32.00
624,1,f_2_0.16,697.00,940.00,243.00,10,72.00
625,1,f_2_2.24,746.00,940.00,194.00,7,39.00
626,1,f_2_4.9,633.00,943.00,310.00,19,124.00
627,1,f_2_5.28,702.00,943.00,241.00,8,32.00
628,1,f_2_3.17,662.00,944.00,282.00,11,92.00
629,1,f_2_5.30,710.00,945.00,235.00,4,26.00
630,1,f_2_5.42,753.00,948.00,195.00,5,20.00
631,1,f_2_4.49,782.00,948.00,166.00,9,43.00
632,1,f_2_5.32,717.00,950.00,233.00,4,23.00
633,1,f_2_5.36,731.00,953.00,222.00,4,22.00
634,1,f_2_2.26,758.00,953.00,195.00,5,16.00
635,1,f_3_9.0,900.00,954.00,54.00,1,4.00
636,1,f_2_3.28,702.00,955.00,253.00,8,46.00
637,1,f_2_3.29,706.00,956.00,250.00,6,39.00
638,1,f_2_1.29,776.00,956.00,180.00,6,39.00
639,1,f_2_0.17,704.00,958.00,254.00,9,57.00
640,1,f_2_5.29,706.00,958.00,252.00,7,43.00
641,1,f_2_1.30,782.00,958.00,176.00,6,33.00
642,1,f_3_10.0,900.00,958.00,58.00,1,1.00
643,1,f_3_11.0,900.00,958.00,58.00,1,1.00
644,1,f_2_0.18,710.00,960.00,250.00,8,42.00
645,1,f_2_2.25,752.00,961.00,209.00,8,45.00
646,1,f_2_1.31,788.00,961.00,173.00,6,28.00
647,1,f_2_5.43,757.00,963.00,206.00,3,12.00
648,1,f_2_1.32,794.00,964.00,170.00,7,29.00
649,1,f_2_5.44,760.00,965.00,205.00,3,15.00
650,1,f_2_5.45,764.00,966.00,202.00,3,12.00
651,1,f_2_4.8,630.00,968.00,338.00,19,121.00
652,1,f_2_1.33,801.00,971.00,170.00,7,31.00
653,1,f_2_5.17,662.00,974.00,312.00,11,90.00
654,1,f_2_2.27,764.00,977.00,213.00,6,23.00
655,1,f_1_5.60,581.00,978.00,397.00,15,155.00
656,1,f_2_4.50,784.00,978.00,194.00,10,64.00
657,1,f_3_10.1,913.00,978.00,65.00,2,3.00
658,1,f_2_2.14,685.00,980.00,295.00,13,58.00
659,1,f_2_5.54,797.00,980.00,183.00,3,20.00
660,1,f_2_4.55,803.00,980.00,177.00,10,66.00
661,1,f_3_9.1,913.00,980.00,67.00,2,19.00
662,1,f_2_5.55,800.00,981.00,181.00,5,18.00
663,1,f_2_1.34,807.00,981.00,174.00,6,26.00
664,1,f_2_0.27,764.00,982.00,218.00,2,79.00
665,1,f_2_2.29,776.00,983.00,207.00,7,26.00
666,1,f_2_0.28,770.00,985.00,215.00,5,62.00
667,1,f_2_2.30,782.00,985.00,203.00,6,23.00
668,1,f_2_5.56,804.00,985.00,181.00,2,12.00
669,1,f_2_0.19,716.00,986.00,270.00,9,70.00
670,1,f_2_2.31,788.00,987.00,199.00,6,17.00
671,1,f_2_0.20,722.00,988.00,266.00,7,69.00
672,1,f_3_11.1,913.00,988.00,75.00,2,2.00
673,1,f_2_2.28,770.00,989.00,219.00,8,31.00
674,1,f_2_1.35,813.00,991.00,178.00,7,52.00
675,1,f_2_1.36,819.00,993.00,174.00,8,48.00
676,1,f_2_5.19,670.00,994.00,324.00,13,97.00
677,1,f_2_1.37,825.00,995.00,170.00,8,45.00
678,1,f_2_2.18,710.00,997.00,287.00,13,80.00
679,1,f_2_4.51,787.00,997.00,210.00,12,73.00
680,1,f_2_5.57,808.00,998.00,190.00,7,38.00
681,1,f_2_1.38,831.00,998.00,167.00,7,34.00
682,1,f_3_10.2,926.00,998.00,72.00,3,11.00
683,1,f_2_3.19,670.00,999.00,329.00,17,125.00
684,1,f_2_2.16,697.00,999.00,302.00,11,56.00
685,1,f_2_4.52,790.00,999.00,209.00,11,64.00
686,1,f_3_11.2,926.00,999.00,73.00,1,8.00
687,1,f_2_5.58,811.00,1000.00,189.00,6,19.00
688,1,f_3_11.3,939.00,1000.00,61.00,0,0.00
689,1,f_3_10.3,939.00,1001.00,62.00,2,8.00
690,1,f_2_0.21,728.00,1002.00,274.00,8,76.00
691,1,f_2_0.29,776.00,1004.00,228.00,6,72.00
692,1,f_2_5.59,815.00,1005.00,190.00,5,12.00
693,1,f_1_5.61,586.00,1009.00,423.00,14,146.00
694,1,f_2_2.32,794.00,1010.00,216.00,9,42.00
695,1,f_2_0.30,782.00,1011.00,229.00,7,61.00
696,1,f_2_1.39,837.00,1011.00,174.00,8,36.00
697,1,f_2_5.46,768.00,1013.00,245.00,7,42.00
698,1,f_2_1.40,843.00,1014.00,171.00,7,35.00
699,1,f_3_11.4,952.00,1014.00,62.00,2,4.00
700,1,f_2_4.10,637.00,1016.00,379.00,23,153.00
701,1,f_2_4.54,801.00,1018.00,217.00,12,82.00
702,1,f_2_2.33,801.00,1018.00,217.00,10,34.00
703,1,f_3_9.2,926.00,1018.00,92.00,3,11.00
704,1,f_2_3.20,673.00,1020.00,347.00,17,127.00
705,1,f_2_5.60,819.00,1020.00,201.00,8,28.00
706,1,f_2_3.30,710.00,1022.00,312.00,13,80.00
707,1,f_2_3.31,713.00,1023.00,310.00,12,74.00
708,1,f_2_1.41,849.00,1025.00,176.00,9,60.00
709,1,f_3_10.4,952.00,1025.00,73.00,2,11.00
710,1,f_2_0.22,734.00,1026.00,292.00,12,109.00
711,1,f_3_8.0,900.00,1026.00,126.00,3,11.00
712,1,f_2_5.61,822.00,1028.00,206.00,7,16.00
713,1,f_2_1.42,855.00,1029.00,174.00,7,38.00
714,1,f_2_5.2,608.00,1030.00,422.00,12,172.00
715,1,f_2_0.23,740.00,1030.00,290.00,11,89.00
716,1,f_2_2.34,807.00,1030.00,223.00,8,35.00
717,1,f_2_1.43,861.00,1031.00,170.00,6,28.00
718,1,f_2_5.62,826.00,1032.00,206.00,3,12.00
719,1,f_3_10.5,965.00,1032.00,67.00,2,7.00
720,1,f_2_4.56,805.00,1033.00,228.00,13,89.00
721,1,f_2_1.44,867.00,1033.00,166.00,4,23.00
722,1,f_3_9.3,939.00,1033.00,94.00,3,29.00
723,1,f_2_4.57,821.00,1035.00,214.00,12,76.00
724,1,f_3_11.5,965.00,1036.00,71.00,2,7.00
725,1,f_2_5.47,771.00,1037.00,266.00,6,38.00
726,1,f_3_11.6,978.00,1037.00,59.00,1,3.00
727,1,f_3_6.2,944.00,1041.00,97.00,2,8.00
728,1,f_3_10.6,978.00,1043.00,65.00,1,3.00
729,1,f_2_5.64,833.00,1045.00,212.00,8,29.00
730,1,f_2_0.31,788.00,1047.00,259.00,8,80.00
731,1,f_2_2.35,813.00,1047.00,234.00,7,31.00
732,1,f_2_4.58,824.00,1048.00,224.00,12,77.00
733,1,f_3_9.4,952.00,1048.00,96.00,4,21.00
734,1,f_2_3.23,684.00,1049.00,365.00,13,141.00
735,1,f_2_2.36,819.00,1049.00,230.00,7,26.00
736,1,f_2_4.59,826.00,1050.00,224.00,13,75.00
737,1,f_3_9.5,965.00,1050.00,85.00,2,10.00
738,1,f_2_4.60,828.00,1051.00,223.00,14,78.00
739,1,f_2_2.37,825.00,1051.00,226.00,6,27.00
740,1,f_2_3.32,717.00,1052.00,335.00,13,80.00
741,1,f_3_9.6,978.00,1052.00,74.00,1,2.00
742,1,f_2_4.61,841.00,1053.00,212.00,14,64.00
743,1,f_3_8.1,922.00,1053.00,131.00,3,8.00
744,1,f_3_10.7,991.00,1054.00,63.00,1,2.00
745,1,f_3_11.7,991.00,1055.00,64.00,1,4.00
746,1,f_3_7.0,900.00,1057.00,157.00,5,31.00
747,1,f_2_5.73,866.00,1059.00,193.00,4,24.00
748,1,f_2_0.32,794.00,1060.00,266.00,10,92.00
749,1,f_2_0.24,746.00,1063.00,317.00,12,122.00
750,1,f_2_1.45,873.00,1063.00,190.00,8,64.00
751,1,f_2_5.75,873.00,1063.00,190.00,2,11.00
752,1,f_3_9.7,991.00,1063.00,72.00,3,7.00
753,1,f_2_3.33,720.00,1064.00,344.00,15,81.00
754,1,f_2_5.78,884.00,1065.00,181.00,4,11.00
755,1,f_2_1.46,879.00,1067.00,188.00,7,43.00
756,1,f_2_4.63,846.00,1068.00,222.00,14,71.00
757,1,f_2_5.63,830.00,1068.00,238.00,9,32.00
758,1,f_2_2.38,831.00,1068.00,237.00,8,44.00
759,1,f_2_1.47,885.00,1069.00,184.00,8,38.00
760,1,f_2_2.39,837.00,1070.00,233.00,7,32.00
761,1,f_2_5.65,837.00,1070.00,233.00,8,31.00
762,1,f_2_4.62,844.00,1071.00,227.00,13,66.00
763,1,f_2_4.64,847.00,1072.00,225.00,13,62.00
764,1,f_3_6.3,966.00,1072.00,106.00,2,7.00
765,1,f_3_10.8,1004.00,1072.00,68.00,1,1.00
766,1,f_2_2.40,843.00,1073.00,230.00,6,28.00
767,1,f_2_4.67,864.00,1074.00,210.00,13,53.00
768,1,f_2_0.33,801.00,1076.00,275.00,10,105.00
769,1,f_2_5.80,891.00,1078.00,187.00,4,14.00
770,1,f_3_8.2,944.00,1079.00,135.00,4,6.00
771,1,f_2_3.21,677.00,1080.00,403.00,20,155.00
772,1,f_2_2.19,716.00,1080.00,364.00,16,136.00
773,1,f_2_1.48,891.00,1080.00,189.00,9,39.00
774,1,f_3_7.1,922.00,1080.00,158.00,4,22.00
775,1,f_2_3.24,688.00,1081.00,393.00,18,160.00
776,1,f_2_5.48,775.00,1083.00,308.00,12,67.00
777,1,f_2_3.34,724.00,1084.00,360.00,14,90.00
778,1,f_3_6.0,900.00,1084.00,184.00,6,25.00
779,1,f_2_3.25,691.00,1087.00,396.00,20,161.00
780,1,f_3_10.9,1017.00,1087.00,70.00,2,8.00
781,1,f_2_5.76,877.00,1088.00,211.00,7,45.00
782,1,f_3_6.4,987.00,1090.00,103.00,3,11.00
783,1,f_3_9.8,1004.00,1091.00,87.00,1,32.00
784,1,f_2_0.34,807.00,1092.00,285.00,11,105.00
785,1,f_3_8.3,966.00,1092.00,126.00,3,8.00
786,1,f_3_11.8,1004.00,1092.00,88.00,2,10.00
787,1,f_2_5.66,840.00,1093.00,253.00,11,41.00
788,1,f_3_9.9,1017.00,1093.00,76.00,1,15.00
789,1,f_3_11.9,1017.00,1095.00,78.00,2,4.00
790,1,f_2_5.77,880.00,1099.00,219.00,7,42.00
791,1,f_2_2.41,849.00,1100.00,251.00,9,48.00
792,1,f_3_7.2,944.00,1100.00,156.00,5,35.00
793,1,f_2_0.36,819.00,1101.00,282.00,8,126.00
794,1,f_2_5.81,895.00,1102.00,207.00,5,21.00
795,1,f_2_5.18,666.00,1103.00,437.00,21,164.00
796,1,f_2_0.37,825.00,1103.00,278.00,6,116.00
797,1,f_3_11.10,1030.00,1103.00,73.00,1,8.00
798,1,f_2_2.17,704.00,1104.00,400.00,17,105.00
799,1,f_3_6.1,922.00,1104.00,182.00,4,20.00
800,1,f_2_1.49,897.00,1105.00,208.00,8,65.00
801,1,f_2_2.42,855.00,1106.00,251.00,7,40.00
802,1,f_2_4.11,640.00,1107.00,467.00,25,202.00
803,1,f_2_0.38,831.00,1107.00,276.00,7,85.00
804,1,f_2_4.66,863.00,1108.00,245.00,12,80.00
805,1,f_2_0.39,837.00,1109.00,272.00,10,84.00
806,1,f_3_10.10,1030.00,1110.00,80.00,2,10.00
807,1,f_3_10.11,1043.00,1112.00,69.00,1,2.00
808,1,f_2_3.10,637.00,1114.00,477.00,26,191.00
809,1,f_3_5.0,900.00,1114.00,214.00,5,23.00
810,1,f_3_11.11,1043.00,1115.00,72.00,1,9.00
811,1,f_3_7.3,966.00,1117.00,151.00,4,40.00
812,1,f_3_9.10,1030.00,1117.00,87.00,3,23.00
813,1,f_2_3.35,728.00,1118.00,390.00,15,108.00
814,1,f_2_4.65,861.00,1119.00,258.00,13,82.00
815,1,f_2_0.40,843.00,1120.00,277.00,9,82.00
816,1,f_2_5.67,844.00,1120.00,276.00,13,49.00
817,1,f_2_4.68,868.00,1120.00,252.00,13,85.00
818,1,f_3_10.12,1056.00,1120.00,64.00,2,6.00
819,1,f_2_3.59,815.00,1122.00,307.00,10,62.00
820,1,f_2_4.69,881.00,1122.00,241.00,12,72.00
821,1,f_3_1.0,900.00,1122.00,222.00,9,69.00
822,1,f_2_0.41,849.00,1123.00,274.00,10,81.00
823,1,f_2_2.43,861.00,1123.00,262.00,7,43.00
824,1,f_2_4.70,884.00,1124.00,240.00,13,61.00
825,1,f_3_1.1,906.00,1124.00,218.00,10,74.00
826,1,f_2_0.47,885.00,1125.00,240.00,9,39.00
827,1,f_3_11.12,1056.00,1125.00,69.00,2,14.00
828,1,f_2_3.60,819.00,1126.00,307.00,9,45.00
829,1,f_3_8.4,987.00,1126.00,139.00,4,23.00
830,1,f_2_0.48,891.00,1127.00,236.00,9,39.00
831,1,f_2_3.61,822.00,1128.00,306.00,9,40.00
832,1,f_3_1.2,911.00,1128.00,217.00,8,56.00
833,1,f_2_5.79,888.00,1129.00,241.00,11,39.00
834,1,f_3_1.3,917.00,1129.00,212.00,8,52.00
835,1,f_2_3.36,731.00,1133.00,402.00,15,102.00
836,1,f_3_11.13,1069.00,1133.00,64.00,1,2.00
837,1,f_2_4.12,644.00,1134.00,490.00,21,182.00
838,1,f_3_7.4,987.00,1134.00,147.00,3,31.00
839,1,f_2_2.20,722.00,1136.00,414.00,19,188.00
840,1,f_3_7.5,1009.00,1136.00,127.00,4,21.00
841,1,f_3_9.11,1043.00,1136.00,93.00,2,17.00
842,1,f_2_4.71,886.00,1138.00,252.00,15,70.00
843,1,f_3_1.4,922.00,1138.00,216.00,8,52.00
844,1,f_3_7.6,1031.00,1138.00,107.00,0,0.00
845,1,f_2_5.74,870.00,1139.00,269.00,12,55.00
846,1,f_2_4.72,888.00,1140.00,252.00,15,66.00
847,1,f_2_0.49,897.00,1141.00,244.00,9,38.00
848,1,f_2_4.78,919.00,1142.00,223.00,12,53.00
849,1,f_2_5.72,862.00,1143.00,281.00,14,52.00
850,1,f_2_4.77,918.00,1144.00,226.00,12,48.00
851,1,f_3_8.5,1009.00,1144.00,135.00,2,8.00
852,1,f_2_5.68,848.00,1145.00,297.00,11,43.00
853,1,f_3_1.5,928.00,1150.00,222.00,11,75.00
854,1,f_2_3.22,680.00,1151.00,471.00,24,180.00
855,1,f_2_3.37,735.00,1152.00,417.00,18,105.00
856,1,f_3_10.13,1069.00,1153.00,84.00,1,30.00
857,1,f_2_3.11,640.00,1154.00,514.00,23,187.00
858,1,f_2_5.82,899.00,1154.00,255.00,8,42.00
859,1,f_3_7.7,1052.00,1154.00,102.00,1,2.00
860,1,f_2_2.44,867.00,1155.00,288.00,9,50.00
861,1,f_2_4.13,648.00,1156.00,508.00,23,188.00
862,1,f_3_1.6,933.00,1156.00,223.00,10,54.00
863,1,f_3_8.6,1031.00,1156.00,125.00,3,22.00
864,1,f_2_3.62,826.00,1158.00,332.00,13,55.00
865,1,f_2_4.73,901.00,1158.00,257.00,13,54.00
866,1,f_3_8.7,1052.00,1158.00,106.00,1,7.00
867,1,f_2_4.74,904.00,1159.00,255.00,13,49.00
868,1,f_2_3.39,742.00,1163.00,421.00,19,107.00
869,1,f_1_5.63,595.00,1164.00,569.00,25,181.00
870,1,f_2_0.42,855.00,1164.00,309.00,11,80.00
871,1,f_3_5.1,904.00,1165.00,261.00,9,53.00
872,1,f_3_11.14,1082.00,1165.00,83.00,2,13.00
873,1,f_2_3.38,739.00,1166.00,427.00,18,95.00
874,1,f_3_11.15,1095.00,1166.00,71.00,2,7.00
875,1,f_2_4.14,651.00,1167.00,516.00,24,179.00
876,1,f_3_1.7,939.00,1167.00,228.00,8,49.00
877,1,f_3_6.5,1009.00,1167.00,158.00,3,57.00
878,1,f_2_3.40,746.00,1169.00,423.00,19,84.00
879,1,f_3_5.2,907.00,1169.00,262.00,12,57.00
880,1,f_3_1.8,944.00,1169.00,225.00,11,63.00
881,1,f_3_7.8,1074.00,1169.00,95.00,0,0.00
882,1,f_2_2.21,728.00,1171.00,443.00,20,206.00
883,1,f_2_0.43,861.00,1171.00,310.00,11,74.00
884,1,f_2_5.49,779.00,1173.00,394.00,18,85.00
885,1,f_2_3.64,833.00,1173.00,340.00,12,58.00
886,1,f_3_4.0,939.00,1173.00,234.00,12,49.00
887,1,f_2_3.63,830.00,1175.00,345.00,11,54.00
888,1,f_2_3.65,837.00,1176.00,339.00,13,52.00
889,1,f_2_2.45,873.00,1177.00,304.00,10,62.00
890,1,f_2_5.4,615.00,1179.00,564.00,19,183.00
891,1,f_2_4.16,659.00,1179.00,520.00,21,164.00
892,1,f_2_5.0,600.00,1180.00,580.00,19,188.00
893,1,f_3_1.9,950.00,1181.00,231.00,12,74.00
894,1,f_2_4.15,655.00,1182.00,527.00,18,154.00
895,1,f_3_10.14,1082.00,1182.00,100.00,5,23.00
896,1,f_2_0.25,752.00,1183.00,431.00,13,222.00
897,1,f_2_4.82,938.00,1183.00,245.00,13,52.00
898,1,f_3_11.16,1108.00,1183.00,75.00,1,10.00
899,1,f_3_5.3,910.00,1184.00,274.00,12,59.00
900,1,f_3_11.17,1121.00,1184.00,63.00,0,0.00
901,1,f_2_0.35,813.00,1185.00,372.00,11,190.00
902,1,f_2_4.75,907.00,1185.00,278.00,13,47.00
903,1,f_3_0.0,900.00,1187.00,287.00,13,59.00
904,1,f_3_10.15,1095.00,1187.00,92.00,3,12.00
905,1,f_1_5.62,590.00,1188.00,598.00,22,198.00
906,1,f_3_6.6,1031.00,1188.00,157.00,2,38.00
907,1,f_2_5.69,851.00,1190.00,339.00,14,53.00
908,1,f_2_2.46,879.00,1190.00,311.00,10,63.00
909,1,f_2_3.41,750.00,1191.00,441.00,18,95.00
910,1,f_2_3.66,840.00,1192.00,352.00,12,55.00
911,1,f_2_2.47,885.00,1192.00,307.00,11,72.00
912,1,f_2_3.67,844.00,1194.00,350.00,14,52.00
913,1,f_3_8.8,1074.00,1194.00,120.00,1,5.00
914,1,f_3_5.5,917.00,1195.00,278.00,12,42.00
915,1,f_2_3.68,848.00,1196.00,348.00,13,44.00
916,1,f_3_1.10,955.00,1196.00,241.00,13,68.00
917,1,f_3_6.7,1052.00,1196.00,144.00,3,42.00
918,1,f_3_8.9,1096.00,1196.00,100.00,0,0.00
919,1,f_2_5.1,604.00,1197.00,593.00,20,180.00
